ds,Category,y,is_holiday,is_payday,day_of_week,day_name,month,quarter,year,is_weekend,y_original,y_capped,is_outlier,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_30
2017-11-12,Furniture,4158.352,0.0,0.0,6,Sunday,11,4,2017,1,4158.352,1576.8974999999996,1,1576.8974999999996,1576.8974999999996,67.0,1041.8737857142855,600.7389333333333
2017-11-13,Furniture,54.08,0.0,0.0,0,Monday,11,4,2017,0,54.08,54.08,0,1576.8974999999996,563.5360000000001,0.0,1041.8737857142855,619.3785166666665
2017-11-14,Furniture,856.56,0.0,0.0,1,Tuesday,11,4,2017,0,856.56,856.56,0,54.08,1576.8974999999996,1576.8974999999996,969.0943571428569,617.76145
2017-11-15,Furniture,630.024,0.0,0.0,2,Wednesday,11,4,2017,0,630.024,630.024,0,856.56,993.9000000000001,0.0,866.1889999999997,646.3134499999999
2017-11-16,Furniture,0.0,0.0,0.0,3,Thursday,11,4,2017,0,0.0,0.0,0,630.024,0.0,0.0,814.206714285714,662.5748499999999
2017-11-17,Furniture,0.0,0.0,0.0,4,Friday,11,4,2017,0,0.0,0.0,0,0.0,1004.988,1554.779,814.206714285714,654.5199833333332
2017-11-18,Furniture,557.068,0.0,0.0,5,Saturday,11,4,2017,1,557.068,557.068,0,0.0,1576.8974999999996,1576.8974999999996,670.6369999999997,644.2559833333332
2017-11-19,Furniture,34.288000000000004,0.0,0.0,6,Sunday,11,4,2017,1,34.288000000000004,34.288000000000004,0,557.068,1576.8974999999996,1576.8974999999996,524.9470714285713,662.8249166666666
2017-11-20,Furniture,702.0360000000001,0.0,0.0,0,Monday,11,4,2017,0,702.0360000000001,702.0360000000001,0,34.288000000000004,54.08,563.5360000000001,304.5742857142855,647.1371166666665
2017-11-21,Furniture,514.21,0.0,0.0,1,Tuesday,11,4,2017,0,514.21,514.21,0,702.0360000000001,856.56,1576.8974999999996,397.13942857142837,617.9750666666665
2017-11-22,Furniture,39.88,0.0,0.0,2,Wednesday,11,4,2017,0,39.88,39.88,0,514.21,630.024,993.9000000000001,348.23228571428564,629.3400666666665
2017-11-23,Furniture,84.81599999999999,0.0,0.0,3,Thursday,11,4,2017,0,84.81599999999999,84.81599999999999,0,39.88,0.0,0.0,263.9259999999999,630.1308666666665
2017-11-24,Furniture,2324.632,0.0,0.0,4,Friday,11,4,2017,0,2324.632,1576.8974999999996,1,84.81599999999999,0.0,1004.988,276.0425714285713,632.9580666666665
2017-11-25,Furniture,1762.962,0.0,1.0,5,Saturday,11,4,2017,1,1762.962,1576.8974999999996,1,1576.8974999999996,557.068,1576.8974999999996,501.3136428571427,685.5213166666666
2017-11-26,Furniture,4315.22,0.0,1.0,6,Sunday,11,4,2017,1,4315.22,1576.8974999999996,1,1576.8974999999996,34.288000000000004,1576.8974999999996,647.0035714285711,738.0845666666665
2017-11-27,Furniture,362.583,0.0,1.0,0,Monday,11,4,2017,0,362.583,362.583,0,1576.8974999999996,702.0360000000001,54.08,867.3763571428569,765.3536833333333
2017-11-28,Furniture,530.472,0.0,1.0,1,Tuesday,11,4,2017,0,530.472,530.472,0,362.583,514.21,856.56,818.8830714285712,740.3941833333332
2017-11-29,Furniture,242.176,0.0,1.0,2,Wednesday,11,4,2017,0,242.176,242.176,0,530.472,39.88,630.024,821.2062142857139,755.8432499999999
2017-11-30,Furniture,389.97,0.0,1.0,3,Thursday,11,4,2017,0,389.97,389.97,0,242.176,84.81599999999999,0.0,850.1056428571426,763.9157833333333
2017-12-01,Furniture,1801.2649999999999,1.0,1.0,4,Friday,12,4,2017,0,1801.2649999999999,1576.8974999999996,1,389.97,1576.8974999999996,0.0,893.6990714285712,724.3515333333332
2017-12-02,Furniture,868.8040000000001,0.0,1.0,5,Saturday,12,4,2017,1,868.8040000000001,868.8040000000001,0,1576.8974999999996,1576.8974999999996,557.068,893.6990714285711,776.9147833333333
2017-12-03,Furniture,2140.888,0.0,1.0,6,Sunday,12,4,2017,1,2140.888,1576.8974999999996,1,868.8040000000001,1576.8974999999996,34.288000000000004,792.5428571428569,805.8749166666665
2017-12-04,Furniture,113.79,0.0,0.0,0,Monday,12,4,2017,0,113.79,113.79,0,1576.8974999999996,362.583,702.0360000000001,792.5428571428569,806.6121999999999
2017-12-05,Furniture,2225.6,0.0,0.0,1,Tuesday,12,4,2017,0,2225.6,1576.8974999999996,1,113.79,530.472,514.21,757.0009999999999,757.84195
2017-12-06,Furniture,0.0,0.0,0.0,2,Wednesday,12,4,2017,0,0.0,0.0,0,1576.8974999999996,242.176,39.88,906.4903571428567,757.8419499999999
2017-12-07,Furniture,0.0,0.0,0.0,3,Thursday,12,4,2017,0,0.0,0.0,0,0.0,389.97,84.81599999999999,871.8937857142854,739.0574166666665
2017-12-08,Furniture,2698.454,0.0,0.0,4,Friday,12,4,2017,0,2698.454,1576.8974999999996,1,0.0,1576.8974999999996,1576.8974999999996,816.1837857142854,686.4941666666666
2017-12-09,Furniture,1136.8339999999998,0.0,0.0,5,Saturday,12,4,2017,1,1136.8339999999998,1136.8339999999998,0,1576.8974999999996,868.8040000000001,1576.8974999999996,816.1837857142855,705.9274166666667
2017-12-10,Furniture,1746.468,0.0,0.0,6,Sunday,12,4,2017,1,1746.468,1576.8974999999996,1,1136.8339999999998,1576.8974999999996,1576.8974999999996,854.4737857142854,743.8218833333333
2017-12-11,Furniture,2461.7960000000003,0.0,0.0,0,Monday,12,4,2017,0,2461.7960000000003,1576.8974999999996,1,1576.8974999999996,113.79,362.583,854.4737857142853,762.8855333333332
2017-12-12,Furniture,417.12,0.0,0.0,1,Tuesday,12,4,2017,0,417.12,417.12,0,1576.8974999999996,1576.8974999999996,530.472,1063.4891428571425,762.8855333333332
2017-12-13,Furniture,1114.272,0.0,0.0,2,Wednesday,12,4,2017,0,1114.272,1114.272,0,417.12,0.0,242.176,897.8066428571426,724.2262833333333
2017-12-14,Furniture,611.724,0.0,0.0,3,Thursday,12,4,2017,0,611.724,611.724,0,1114.272,0.0,389.97,1056.9883571428568,759.5660166666664
2017-12-15,Furniture,2231.895,0.0,0.0,4,Friday,12,4,2017,0,2231.895,1576.8974999999996,1,611.724,1576.8974999999996,1576.8974999999996,1144.3774999999998,751.4048166666666
2017-12-16,Furniture,563.92,0.0,0.0,5,Saturday,12,4,2017,1,563.92,563.92,0,1576.8974999999996,1136.8339999999998,868.8040000000001,1144.3774999999998,782.9672666666665
2017-12-17,Furniture,2003.52,0.0,0.0,6,Sunday,12,4,2017,1,2003.52,1576.8974999999996,1,563.92,1576.8974999999996,1576.8974999999996,1062.5326428571425,801.7645999999999
2017-12-18,Furniture,1183.99,0.0,0.0,0,Monday,12,4,2017,0,1183.99,1183.99,0,1576.8974999999996,1576.8974999999996,113.79,1062.5326428571427,854.3278499999998
2017-12-19,Furniture,759.8900000000001,0.0,0.0,1,Tuesday,12,4,2017,0,759.8900000000001,759.8900000000001,0,1183.99,417.12,1576.8974999999996,1006.4029999999997,875.2252499999998
2017-12-20,Furniture,18.92,0.0,0.0,2,Wednesday,12,4,2017,0,18.92,18.92,0,759.8900000000001,1114.272,0.0,1055.3701428571426,899.4119833333332
2017-12-21,Furniture,0.0,0.0,0.0,3,Thursday,12,4,2017,0,0.0,0.0,0,18.92,611.724,0.0,898.8912857142856,876.6414499999998
2017-12-22,Furniture,919.3040000000001,0.0,0.0,4,Friday,12,4,2017,0,919.3040000000001,919.3040000000001,0,0.0,1576.8974999999996,1576.8974999999996,811.5021428571426,859.5011166666666
2017-12-23,Furniture,1002.84,0.0,0.0,5,Saturday,12,4,2017,1,1002.84,1002.84,0,919.3040000000001,563.92,1136.8339999999998,717.5602142857141,888.8152499999999
2017-12-24,Furniture,843.52,0.0,0.0,6,Sunday,12,4,2017,1,843.52,843.52,0,1002.84,1576.8974999999996,1576.8974999999996,780.2630714285714,919.4160499999999
2017-12-25,Furniture,6636.862999999999,1.0,1.0,0,Monday,12,4,2017,0,6636.862999999999,1576.8974999999996,1,843.52,1183.99,1576.8974999999996,675.494857142857,894.9701333333331
2017-12-26,Furniture,1262.004,0.0,1.0,1,Tuesday,12,4,2017,0,1262.004,1262.004,0,1576.8974999999996,759.8900000000001,417.12,731.6244999999999,894.9701333333331
2017-12-27,Furniture,845.488,0.0,1.0,2,Wednesday,12,4,2017,0,845.488,845.488,0,1262.004,18.92,1114.272,803.3550714285713,884.4736833333332
2017-12-28,Furniture,0.0,0.0,0.0,3,Thursday,12,4,2017,0,0.0,0.0,0,845.488,0.0,611.724,921.4362142857141,900.5705166666665
2017-12-29,Furniture,825.01,0.0,1.0,4,Friday,12,4,2017,0,825.01,825.01,0,0.0,919.3040000000001,1576.8974999999996,921.4362142857141,882.8881166666665
2017-12-30,Furniture,170.786,0.0,1.0,5,Saturday,12,4,2017,1,170.786,170.786,0,825.01,1002.84,563.92,907.9656428571426,902.3159166666666
2017-12-31,Furniture,0.0,0.0,0.0,6,Sunday,12,4,2017,1,0.0,0.0,0,170.786,843.52,1576.8974999999996,789.1007857142855,895.0097833333332
2018-01-01,Furniture,975.49,1.0,1.0,0,Monday,1,1,2018,0,975.49,975.49,0,0.0,1576.8974999999996,1183.99,668.5979285714284,842.4465333333333
2018-01-02,Furniture,913.43,0.0,1.0,1,Tuesday,1,1,2018,0,913.43,913.43,0,975.49,1262.004,759.8900000000001,582.6825714285712,846.0027333333331
2018-01-03,Furniture,0.0,0.0,0.0,2,Wednesday,1,1,2018,0,0.0,0.0,0,913.43,845.488,18.92,532.8862857142856,823.8871499999999
2018-01-04,Furniture,0.0,0.0,0.0,3,Thursday,1,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,412.1022857142856,820.0941499999998
2018-01-05,Furniture,0.0,0.0,0.0,4,Friday,1,1,2018,0,0.0,0.0,0,0.0,825.01,919.3040000000001,412.1022857142856,767.5308999999999
2018-01-06,Furniture,0.0,0.0,0.0,5,Saturday,1,1,2018,1,0.0,0.0,0,0.0,170.786,1002.84,294.2437142857142,767.5308999999999
2018-01-07,Furniture,0.0,0.0,0.0,6,Sunday,1,1,2018,1,0.0,0.0,0,0.0,0.0,843.52,269.84571428571417,767.5308999999999
2018-01-08,Furniture,892.98,0.0,0.0,0,Monday,1,1,2018,0,892.98,892.98,0,0.0,975.49,1576.8974999999996,269.84571428571417,714.9676499999999
2018-01-09,Furniture,0.0,0.0,0.0,1,Tuesday,1,1,2018,0,0.0,0.0,0,892.98,913.43,1262.004,258.05857142857127,706.8391833333333
2018-01-10,Furniture,0.0,0.0,0.0,2,Wednesday,1,1,2018,0,0.0,0.0,0,0.0,0.0,845.488,127.5685714285713,654.2759333333332
2018-01-11,Furniture,0.0,0.0,0.0,3,Thursday,1,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,127.5685714285713,601.7126833333333
2018-01-12,Furniture,37.68,0.0,0.0,4,Friday,1,1,2018,0,37.68,37.68,0,0.0,0.0,825.01,127.5685714285713,587.8086833333332
2018-01-13,Furniture,212.94,0.0,0.0,5,Saturday,1,1,2018,1,212.94,212.94,0,37.68,0.0,170.786,132.95142857142844,551.9222833333333
2018-01-14,Furniture,0.0,0.0,0.0,6,Sunday,1,1,2018,1,0.0,0.0,0,212.94,0.0,0.0,163.37142857142842,538.6294833333334
2018-01-15,Furniture,0.0,0.0,0.0,0,Monday,1,1,2018,0,0.0,0.0,0,0.0,892.98,975.49,163.37142857142842,486.0662333333333
2018-01-16,Furniture,730.2620000000001,0.0,0.0,1,Tuesday,1,1,2018,0,730.2620000000001,730.2620000000001,0,0.0,0.0,913.43,35.802857142857015,467.2689
2018-01-17,Furniture,0.0,0.0,0.0,2,Wednesday,1,1,2018,0,0.0,0.0,0,730.2620000000001,0.0,0.0,140.1259999999999,439.0477166666667
2018-01-18,Furniture,0.0,0.0,0.0,3,Thursday,1,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,140.1259999999999,399.58138333333335
2018-01-19,Furniture,919.2389999999999,0.0,0.0,4,Friday,1,1,2018,0,919.2389999999999,919.2389999999999,0,0.0,37.68,0.0,140.1259999999999,374.2517166666667
2018-01-20,Furniture,207.846,0.0,0.0,5,Saturday,1,1,2018,1,207.846,207.846,0,919.2389999999999,212.94,0.0,266.0629999999999,404.26235
2018-01-21,Furniture,84.98,0.0,0.0,6,Sunday,1,1,2018,1,84.98,84.98,0,207.846,0.0,0.0,265.3352857142856,411.19055000000003
2018-01-22,Furniture,0.0,0.0,0.0,0,Monday,1,1,2018,0,0.0,0.0,0,84.98,0.0,892.98,277.4752857142856,383.37975
2018-01-23,Furniture,210.98,0.0,0.0,1,Tuesday,1,1,2018,0,210.98,210.98,0,0.0,730.2620000000001,0.0,277.4752857142856,349.95175
2018-01-24,Furniture,0.0,0.0,0.0,2,Wednesday,1,1,2018,0,0.0,0.0,0,210.98,0.0,0.0,203.29214285714275,328.8670833333333
2018-01-25,Furniture,0.0,0.0,0.0,3,Thursday,1,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,203.29214285714275,276.30383333333333
2018-01-26,Furniture,62.72,0.0,1.0,4,Friday,1,1,2018,0,62.72,62.72,0,0.0,919.2389999999999,37.68,203.29214285714275,234.23703333333333
2018-01-27,Furniture,0.0,0.0,0.0,5,Saturday,1,1,2018,1,0.0,0.0,0,62.72,207.846,212.94,80.93228571428558,208.14476666666667
2018-01-28,Furniture,37.74,0.0,1.0,6,Sunday,1,1,2018,1,37.74,37.74,0,0.0,84.98,0.0,51.23999999999986,208.1447666666667
2018-01-29,Furniture,0.0,0.0,0.0,0,Monday,1,1,2018,0,0.0,0.0,0,37.74,0.0,0.0,44.491428571428436,181.90243333333333
2018-01-30,Furniture,643.875,0.0,1.0,1,Tuesday,1,1,2018,0,643.875,643.875,0,0.0,210.98,730.2620000000001,44.491428571428436,176.2095666666667
2018-01-31,Furniture,0.0,0.0,0.0,2,Wednesday,1,1,2018,0,0.0,0.0,0,643.875,0.0,0.0,106.3335714285713,197.67206666666667
2018-02-01,Furniture,0.0,0.0,0.0,3,Thursday,2,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,106.3335714285713,165.15573333333336
2018-02-02,Furniture,296.84000000000003,0.0,1.0,4,Friday,2,1,2018,0,296.84000000000003,296.84000000000003,0,0.0,62.72,919.2389999999999,106.3335714285713,134.70806666666667
2018-02-03,Furniture,22.2,0.0,1.0,5,Saturday,2,1,2018,1,22.2,22.2,0,296.84000000000003,0.0,207.846,139.77928571428558,144.60273333333333
2018-02-04,Furniture,0.0,0.0,0.0,6,Sunday,2,1,2018,1,0.0,0.0,0,22.2,37.74,84.98,142.95071428571416,145.34273333333334
2018-02-05,Furniture,0.0,0.0,0.0,0,Monday,2,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,137.5592857142856,145.34273333333334
2018-02-06,Furniture,600.754,0.0,0.0,1,Tuesday,2,1,2018,0,600.754,600.754,0,0.0,643.875,210.98,137.5592857142856,145.34273333333334
2018-02-07,Furniture,0.0,0.0,0.0,2,Wednesday,2,1,2018,0,0.0,0.0,0,600.754,0.0,0.0,131.39914285714275,165.36786666666666
2018-02-08,Furniture,0.0,0.0,0.0,3,Thursday,2,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,131.39914285714275,135.60186666666667
2018-02-09,Furniture,25.104,0.0,0.0,4,Friday,2,1,2018,0,25.104,25.104,0,0.0,296.84000000000003,62.72,131.39914285714275,135.60186666666667
2018-02-10,Furniture,203.983,0.0,0.0,5,Saturday,2,1,2018,1,203.983,203.983,0,25.104,22.2,0.0,92.57971428571418,136.43866666666668
2018-02-11,Furniture,1110.704,0.0,0.0,6,Sunday,2,1,2018,1,1110.704,1110.704,0,203.983,0.0,37.74,118.54871428571415,143.2381
2018-02-12,Furniture,0.0,0.0,0.0,0,Monday,2,1,2018,0,0.0,0.0,0,1110.704,0.0,0.0,277.22071428571417,179.00556666666665
2018-02-13,Furniture,107.53,0.0,0.0,1,Tuesday,2,1,2018,0,107.53,107.53,0,0.0,600.754,643.875,277.2207142857141,171.9075666666667
2018-02-14,Furniture,0.0,0.0,0.0,2,Wednesday,2,1,2018,0,0.0,0.0,0,107.53,0.0,0.0,206.76014285714268,175.49190000000002
2018-02-15,Furniture,0.0,0.0,0.0,3,Thursday,2,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,206.7601428571427,175.49190000000002
2018-02-16,Furniture,608.25,1.0,0.0,4,Friday,2,1,2018,0,608.25,608.25,0,0.0,25.104,296.84000000000003,206.7601428571427,151.14983333333333
2018-02-17,Furniture,1955.5704,0.0,0.0,5,Saturday,2,1,2018,1,1955.5704,1576.8974999999996,1,608.25,203.983,22.2,290.0667142857141,171.42483333333334
2018-02-18,Furniture,0.0,0.0,0.0,6,Sunday,2,1,2018,1,0.0,0.0,0,1576.8974999999996,1110.704,0.0,486.19735714285696,223.9880833333333
2018-02-19,Furniture,44.67,0.0,0.0,0,Monday,2,1,2018,0,44.67,44.67,0,0.0,0.0,0.0,327.52535714285693,193.34678333333332
2018-02-20,Furniture,477.84400000000005,0.0,0.0,1,Tuesday,2,1,2018,0,477.84400000000005,477.84400000000005,0,44.67,107.53,600.754,333.9067857142855,187.9075833333333
2018-02-21,Furniture,0.0,0.0,0.0,2,Wednesday,2,1,2018,0,0.0,0.0,0,477.84400000000005,0.0,0.0,386.8087857142855,201.00304999999997
2018-02-22,Furniture,0.0,0.0,0.0,3,Thursday,2,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,386.8087857142855,201.00304999999997
2018-02-23,Furniture,0.0,0.0,0.0,4,Friday,2,1,2018,0,0.0,0.0,0,0.0,608.25,25.104,386.8087857142855,193.97038333333333
2018-02-24,Furniture,0.0,0.0,0.0,5,Saturday,2,1,2018,1,0.0,0.0,0,0.0,1576.8974999999996,203.983,299.9159285714283,193.97038333333333
2018-02-25,Furniture,428.70399999999995,0.0,1.0,6,Sunday,2,1,2018,1,428.70399999999995,428.70399999999995,0,0.0,0.0,1110.704,74.64485714285699,193.97038333333333
2018-02-26,Furniture,892.224,0.0,1.0,0,Monday,2,1,2018,0,892.224,892.224,0,428.70399999999995,44.67,0.0,135.88828571428556,206.16984999999997
2018-02-27,Furniture,0.0,0.0,0.0,1,Tuesday,2,1,2018,0,0.0,0.0,0,892.224,477.84400000000005,107.53,256.96742857142846,235.91064999999998
2018-02-28,Furniture,0.0,0.0,0.0,2,Wednesday,2,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,188.70399999999987,234.65265
2018-03-01,Furniture,0.0,0.0,0.0,3,Thursday,3,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,188.70399999999987,234.65265
2018-03-02,Furniture,441.96,0.0,1.0,4,Friday,3,1,2018,0,441.96,441.96,0,0.0,0.0,608.25,188.70399999999987,213.19015
2018-03-03,Furniture,751.004,0.0,1.0,5,Saturday,3,1,2018,1,751.004,751.004,0,441.96,0.0,1576.8974999999996,251.84114285714267,227.92215
2018-03-04,Furniture,103.5,0.0,0.0,6,Sunday,3,1,2018,1,103.5,103.5,0,751.004,428.70399999999995,0.0,359.1274285714284,252.95561666666666
2018-03-05,Furniture,0.0,0.0,0.0,0,Monday,3,1,2018,0,0.0,0.0,0,103.5,892.224,44.67,312.6697142857141,246.51094999999998
2018-03-06,Furniture,71.97,0.0,0.0,1,Tuesday,3,1,2018,0,71.97,71.97,0,0.0,0.0,477.84400000000005,185.2091428571427,245.77095
2018-03-07,Furniture,0.0,0.0,0.0,2,Wednesday,3,1,2018,0,0.0,0.0,0,71.97,0.0,0.0,195.49057142857126,248.16995
2018-03-08,Furniture,0.0,0.0,0.0,3,Thursday,3,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,195.49057142857126,248.16995
2018-03-09,Furniture,0.0,0.0,0.0,4,Friday,3,1,2018,0,0.0,0.0,0,0.0,441.96,0.0,195.49057142857126,228.14481666666663
2018-03-10,Furniture,983.976,0.0,0.0,5,Saturday,3,1,2018,1,983.976,983.976,0,0.0,751.004,0.0,132.3534285714284,228.14481666666663
2018-03-11,Furniture,181.484,0.0,0.0,6,Sunday,3,1,2018,1,181.484,181.484,0,983.976,103.5,428.70399999999995,165.6351428571427,260.94401666666664
2018-03-12,Furniture,0.0,0.0,0.0,0,Monday,3,1,2018,0,0.0,0.0,0,181.484,0.0,892.224,176.77571428571414,266.1566833333333
2018-03-13,Furniture,89.768,0.0,0.0,1,Tuesday,3,1,2018,0,89.768,89.768,0,0.0,71.97,0.0,176.77571428571414,259.35724999999996
2018-03-14,Furniture,0.0,0.0,0.0,2,Wednesday,3,1,2018,0,0.0,0.0,0,89.768,0.0,0.0,179.31828571428557,225.32604999999998
2018-03-15,Furniture,0.0,0.0,0.0,3,Thursday,3,1,2018,0,0.0,0.0,0,0.0,0.0,0.0,179.31828571428557,225.32604999999998
2018-03-16,Furniture,51.264,0.0,0.0,4,Friday,3,1,2018,0,51.264,51.264,0,0.0,0.0,441.96,179.31828571428557,221.74171666666663
2018-03-17,Furniture,0.0,0.0,0.0,5,Saturday,3,1,2018,1,0.0,0.0,0,51.264,983.976,751.004,186.64171428571413,223.45051666666666
2018-03-18,Furniture,82.524,0.0,0.0,6,Sunday,3,1,2018,1,82.524,82.524,0,0.0,181.484,103.5,46.073714285714125,223.45051666666666
2018-03-19,Furniture,728.0899999999999,0.0,0.0,0,Monday,3,1,2018,0,728.0899999999999,728.0899999999999,0,82.524,0.0,0.0,31.936571428571266,205.92631666666662
2018-03-20,Furniture,2.91,0.0,0.0,1,Tuesday,3,1,2018,0,2.91,2.91,0,728.0899999999999,89.768,71.97,135.9494285714284,177.63273333333333
2018-03-21,Furniture,1828.0200000000002,0.0,0.0,2,Wednesday,3,1,2018,0,1828.0200000000002,1576.8974999999996,1,2.91,0.0,0.0,123.54114285714267,177.72973333333331
2018-03-22,Furniture,0.0,0.0,0.0,3,Thursday,3,1,2018,0,0.0,0.0,0,1576.8974999999996,0.0,0.0,348.81221428571405,228.80398333333332
2018-03-23,Furniture,211.84,0.0,0.0,4,Friday,3,1,2018,0,211.84,211.84,0,0.0,51.264,0.0,348.81221428571405,212.87584999999999
2018-03-24,Furniture,479.61,0.0,0.0,5,Saturday,3,1,2018,1,479.61,479.61,0,211.84,0.0,983.976,371.7516428571426,219.93718333333334
2018-03-25,Furniture,1986.52,0.0,1.0,6,Sunday,3,1,2018,1,1986.52,1576.8974999999996,1,479.61,82.524,181.484,440.2673571428569,235.92418333333333
2018-03-26,Furniture,318.408,0.0,1.0,0,Monday,3,1,2018,0,318.408,318.408,0,1576.8974999999996,728.0899999999999,0.0,653.7492857142854,288.48743333333334
2018-03-27,Furniture,2142.244,0.0,1.0,1,Tuesday,3,1,2018,0,2142.244,1576.8974999999996,1,318.408,2.91,89.768,595.2232857142853,299.1010333333333
2018-03-28,Furniture,48.04,0.0,1.0,2,Wednesday,3,1,2018,0,48.04,48.04,0,1576.8974999999996,1576.8974999999996,0.0,820.0786428571425,337.37415
2018-03-29,Furniture,0.0,0.0,0.0,3,Thursday,3,1,2018,0,0.0,0.0,0,48.04,0.0,0.0,601.6704285714284,309.2346833333333
2018-03-30,Furniture,94.2,1.0,1.0,4,Friday,3,1,2018,0,94.2,94.2,0,0.0,211.84,51.264,601.6704285714283,309.2346833333333
2018-03-31,Furniture,296.1128,0.0,1.0,5,Saturday,3,1,2018,1,296.1128,296.1128,0,94.2,479.61,0.0,584.8647142857141,312.37468333333334
2018-04-01,Furniture,828.966,0.0,1.0,6,Sunday,4,2,2018,1,828.966,828.966,0,296.1128,1576.8974999999996,82.524,558.6508285714283,322.24510999999995
2018-04-02,Furniture,436.91,0.0,1.0,0,Monday,4,2,2018,0,436.91,436.91,0,828.966,318.408,728.0899999999999,451.8034714285712,335.14530999999994
2018-04-03,Furniture,25.472,0.0,1.0,1,Tuesday,4,2,2018,0,25.472,25.472,0,436.91,1576.8974999999996,2.91,468.7323285714283,324.67551
2018-04-04,Furniture,0.0,0.0,0.0,2,Wednesday,4,2,2018,0,0.0,0.0,0,25.472,48.04,1576.8974999999996,247.1001142857141,322.07457666666664
2018-04-05,Furniture,0.0,0.0,0.0,3,Thursday,4,2,2018,0,0.0,0.0,0,0.0,0.0,0.0,240.23725714285698,322.07457666666664
2018-04-06,Furniture,0.0,0.0,0.0,4,Friday,4,2,2018,0,0.0,0.0,0,0.0,94.2,211.84,240.23725714285698,319.67557666666664
2018-04-07,Furniture,1112.5465,0.0,0.0,5,Saturday,4,2,2018,1,1112.5465,1112.5465,0,0.0,296.1128,479.61,226.7801142857141,319.67557666666664
2018-04-08,Furniture,637.1399999999999,0.0,0.0,6,Sunday,4,2,2018,1,637.1399999999999,637.1399999999999,0,1112.5465,828.966,1576.8974999999996,343.4134999999998,356.76046
2018-04-09,Furniture,0.0,0.0,0.0,0,Monday,4,2,2018,0,0.0,0.0,0,637.1399999999999,436.91,318.408,316.0097857142855,377.99845999999997
2018-04-10,Furniture,48.992,0.0,0.0,1,Tuesday,4,2,2018,0,48.992,48.992,0,0.0,25.472,1576.8974999999996,253.5940714285712,345.19926
2018-04-11,Furniture,0.0,0.0,0.0,2,Wednesday,4,2,2018,0,0.0,0.0,0,48.992,0.0,48.04,256.9540714285712,340.78285999999997
2018-04-12,Furniture,0.0,0.0,0.0,3,Thursday,4,2,2018,0,0.0,0.0,0,0.0,0.0,0.0,256.9540714285712,340.78285999999997
2018-04-13,Furniture,436.704,0.0,0.0,4,Friday,4,2,2018,0,436.704,436.704,0,0.0,0.0,94.2,256.9540714285712,337.7905933333333
2018-04-14,Furniture,515.074,1.0,0.0,5,Saturday,4,2,2018,1,515.074,515.074,0,436.704,1112.5465,296.1128,319.34035714285693,352.3473933333333
2018-04-15,Furniture,196.45,0.0,0.0,6,Sunday,4,2,2018,1,196.45,196.45,0,515.074,637.1399999999999,828.966,233.98714285714263,369.5165266666666
2018-04-16,Furniture,102.833,0.0,0.0,0,Monday,4,2,2018,0,102.833,102.833,0,196.45,0.0,436.91,171.0314285714284,374.35606
2018-04-17,Furniture,278.664,0.0,0.0,1,Tuesday,4,2,2018,0,278.664,278.664,0,102.833,48.992,25.472,185.72185714285692,377.78382666666664
2018-04-18,Furniture,0.0,0.0,0.0,2,Wednesday,4,2,2018,0,0.0,0.0,0,278.664,0.0,0.0,218.53214285714265,384.3218266666666
2018-04-19,Furniture,0.0,0.0,0.0,3,Thursday,4,2,2018,0,0.0,0.0,0,0.0,0.0,0.0,218.53214285714265,360.05215999999996
2018-04-20,Furniture,470.394,0.0,0.0,4,Friday,4,2,2018,0,470.394,470.394,0,0.0,436.704,0.0,218.53214285714265,359.9551599999999
2018-04-21,Furniture,1071.42,0.0,0.0,5,Saturday,4,2,2018,1,1071.42,1071.42,0,470.394,515.074,1112.5465,223.3449999999998,323.07171
2018-04-22,Furniture,272.632,0.0,0.0,6,Sunday,4,2,2018,1,272.632,272.632,0,1071.42,196.45,637.1399999999999,302.8229999999998,358.78571
2018-04-23,Furniture,567.2520000000001,0.0,0.0,0,Monday,4,2,2018,0,567.2520000000001,567.2520000000001,0,272.632,102.833,0.0,313.7061428571427,360.81210999999996
2018-04-24,Furniture,0.0,0.0,0.0,1,Tuesday,4,2,2018,0,0.0,0.0,0,567.2520000000001,278.664,48.992,380.0517142857141,363.73350999999997
2018-04-25,Furniture,344.981,0.0,1.0,2,Wednesday,4,2,2018,0,344.981,344.981,0,0.0,0.0,0.0,340.2425714285713,311.17026
2018-04-26,Furniture,1.988,0.0,1.0,3,Thursday,4,2,2018,0,1.988,1.988,0,344.981,0.0,0.0,389.5255714285713,312.0560266666667
2018-04-27,Furniture,359.8456,0.0,1.0,4,Friday,4,2,2018,0,359.8456,359.8456,0,1.988,470.394,436.704,389.8095714285713,259.5590433333333
